,Unnamed: 0,year,position,artist,song,lyrics
10,11,2014,11,Nico & Vinz,Am I Wrong,"['Nico & Vinz', 'Am I Wrong', ""\nOoh, ooh\nOoh, ooh\n\n\nAm I wrong for thinkin' out the box from where I stay?\nAm I wrong for sayin' that I choose another way?\nI ain't tryin' to do what everybody else doin'\nJust 'cause everybody doin' what they all do\nIf one thing I know - I'll fall, but I'll grow\nI'm walking down this road of mine, this road that I call home\n\n\nSo am I wrong\nFor thinkin' that we could be something for real?\nNow am I wrong\nFor tryin' to reach the things that I can't see?\nBut that's just how I feel (Ooh, ooh)\nThat's just how I feel (Ooh, ooh)\nThat's just how I feel\nTrying to reach the things that I can't see (Ooh, ooh, see, see)\n\n\nAm I trippin' for having a vision?\nMy prediction - I'ma be on top of the world\nWalk your walk, and don't look back\nAlways do what you decide\nDon't let them control your life\nThat's just how I feel, oh\nFight for yours, and don't let go\nDon't let them compare you, no\nDon't worry, you're not alone\nThat's just how we feel\n\n\nAm I wrong (Am I wrong?)\nFor thinkin' that we could be something for real?\n(Oh, yeah, yeah, yeah, yeah, oh)\nNow am I wrong (Am I wrong?)\nFor tryin' to reach the things that I can't see?\n(Oh, yeah, yeah, yeah, yeah)\nBut that's just how I feel (Ooh, ooh)\nThat's just how I feel (Ooh, ooh)\nThat's just how I feel\nTrying to reach the things that I can't see (Ooh, ooh, see, see)\n\n\nIf you tell me I'm wrong, wrong\nI don't wanna be right, right\nIf you tell me I'm wrong, wrong\nI don't wanna be right\nIf you tell me I'm wrong, wrong\nI don't wanna be right, right\nIf you tell me I'm wrong, wrong\nI don't wanna be right\n\n\nAm I wrong\nFor thinkin' that we could be something for real?\nNow am I wrong\nFor tryin' to reach the things that I can't see?\nBut that's just how I feel (Ooh, ooh)\nThat's just how I feel (Ooh, ooh)\nThat's just how I feel\nTrying to reach the things that I can't see (Ooh, ooh, see, see)\n\nSo am I wrong (Am I wrong?)\nFor thinkin' that we could be something for real?\n(Oh, yeah, yeah, yeah, yeah, oh)\nNow am I wrong (Am I wrong?)\nFor trying to reach the things that I can't see?\n(Oh, yeah, yeah, yeah, yeah)\nBut that's just how I feel  (Ooh, ooh)\nThat's just how I feel  (Ooh, ooh)\nThat's just how I feel\nTrying to reach the things that I can't see (Ooh, ooh, see, see)""]"
11,12,2014,12,Sia,Chandelier,"['Sia', 'Chandelier', '\nParty girls don\'t get hurt\nCan\'t feel anything, when will I learn?\nI push it down, push it down\nI\'m the one ""for a good time call""\nPhone\'s blowin\' up, ringin\' my doorbell\nI feel the love, feel the love\n\n\n1 2 3, 1 2 3, drink\n1 2 3, 1 2 3, drink\n1 2 3, 1 2 3, drink\nThrow \'em back till I lose count\n\n\nI\'m gonna swing from the chandelier\nFrom the chandelier\nI\'m gonna live like tomorrow doesn\'t exist\nLike it doesn\'t exist\nI\'m gonna fly like a bird through the night\nFeel my tears as they dry\nI\'m gonna swing from the chandelier\nFrom the chandelier\n\n\nBut I\'m holding on for dear life\nWon\'t look down, won\'t open my eyes\nKeep my glass full until morning light\n\'Cause I\'m just holding on for tonight\nHelp me, I\'m holding on for dear life\nWon\'t look down, won\'t open my eyes\nKeep my glass full until morning light\n\'Cause I\'m just holding on for tonight\nOn for tonight\n\n\nSun is up, I\'m a mess\nGotta get out now, gotta run from this\nHere comes the shame, here comes the shame\n\n\n1 2 3, 1 2 3, drink\n1 2 3, 1 2 3, drink\n1 2 3, 1 2 3, drink\nThrow \'em back till I lose count\n\n\nI\'m gonna swing from the chandelier\nFrom the chandelier\nI\'m gonna live like tomorrow doesn\'t exist\nLike it doesn\'t exist\nI\'m gonna fly like a bird through the night\nFeel my tears as they dry\nI\'m gonna swing from the chandelier\nFrom the chandelier\n\n\nBut I\'m holding on for dear life\nWon\'t look down, won\'t open my eyes\nKeep my glass full until morning light\n\'Cause I\'m just holding on for tonight\nHelp me, I\'m holding on for dear life\nWon\'t look down, won\'t open my eyes\nKeep my glass full until morning light\n\'Cause I\'m just holding on for tonight\nOn for tonight\n\n\nOn for tonight\n\'Cause I\'m just holding on for tonight\nOh, I\'m just holding on for tonight\nOn for tonight, on for tonight\n\'Cause I\'m just holding on for tonight\n\'Cause I\'m just holding on for tonight\nOh, I\'m just holding on for tonight\nOn for tonight, on for tonight']"
12,13,2014,13,Calvin Harris,Summer,"['Calvin Harris', 'Summer', ""\nWhen I met you in the summer\nTo my heartbeat's sound\nWe fell in love as the leaves turned brown\nAnd we could be together, baby\nAs long as skies are blue\nYou act so innocent now, but you lied so soon\nWhen I met you in the summer\n\n\n\n\nWhen I met you in the summer\nTo my heartbeat's sound\nWe fell in love as the leaves turned brown\nAnd we could be together, baby\nAs long as skies are blue\nYou act so innocent now, but you lied so soon\nWhen I met you in the summer\nSummer\n\n\n\n\nWhen I met you in the summer\nSummer\n\n""]"
13,14,2014,14,Mr Probz,Waves,"['Mr Probz', 'Waves', ""\nMy face above the water\nMy feet can't touch the ground\nTouch the ground, and it feels like\nI can see the sands on the horizon\nEverytime you are not around\n\n\nI'm slowly drifting away (drifting away)\nWave after wave, wave after wave\nI'm slowly drifting (drifting away)\nAnd it feels like I'm drowning\nPulling against the stream\nPulling against the stream\n\n\nI wish I could make it easy\nEasy to love me, love me\nBut still I reach, to find a way\nI'm stuck here in between\nI'm looking for the right words to say\n\n\nI'm slowly drifting, drifting away\nWave after wave, wave after wave\nI'm slowly drifting (drifting away)\nAnd it feels like I'm drowning\nPulling against the stream\nPulling against the stream""]"
14,15,2014,15,Ariana Grande & Iggy Azalea,Problem,"['Ariana Grande & Iggy Azalea', 'Problem', ""\nUh-huh! It's Iggy Iggs!\nI got one more problem with you girl, hey!\n(One less, one less problem)\n\n\nHey baby, even though I hate ya, I wanna love ya\n(I want you)\nAnd even though I can't forgive ya, I really want to\n(I want you)\nTell me, tell me, baby, why can't you leave me?\n'Cause even though I shouldn't want it, I gotta have it\n(I want you)\n\n\nHead in the clouds\nGot no weight on my shoulders\nI should be wiser, and realize that I've got\n\n\nOne less problem without ya\nI got one less problem without ya\nI got one less problem without ya\nI got one less, one less problem\nOne less problem without ya\nI got one less problem without ya\nI got one less problem without ya\nI got one less, one less problem\n\n\nI know you're never gonna wake up, I gotta give up\n(But it's you)\nI know I shouldn't ever call back or let you come back\n(But it's you)\nEvery time you touch me and say you love me\nI get a little bit breathless, I shouldn't want it\n(But it's you)\n\n\nHead in the clouds\nGot no weight on my shoulders\nI should be wiser, and realize that I've got\n\n\nOne less problem without ya\nI got one less problem without ya\nI got one less problem without ya\nI got one less, one less problem\nOne less problem without ya\nI got one less problem without ya (Ooh, babe)\nI got one less problem without ya (Ooh, woah)\nI got one less, one less problem\n\n\nIt's Iggy Iggs!\nUh, what you got?\nSmart money bettin' I'll be better off without you\nIn no time I'll be forgettin' all about you\nYou sayin' that you know, but I really, really doubt you\nUnderstand my life is easy when I ain't around you\nIggy Iggy, too biggie to be here stressin'\nI'm thinkin' I love the thought of you more than I love your presence\nAnd the best thing now is probably for you to exit\nI let you go, let you back, I finally learned my lesson\nNo half-steppin', either you want it or you just playin'\nI'm listenin' to you knowin' I can't believe what you sayin'\nThere's a million you's baby boo, so don't be dumb\nI got 99 problems but you won't be one, like what\n\n\nOne less, one less problem\nOne less, one less problem\n\n\nHead in the clouds\nGot no weight on my shoulders\nI should be wiser, and realize that I've got\n\n\nOne less problem without ya (Hey)\nI got one less problem without ya (No, babe)\nI got one less problem without ya (Ooh)\nI got one less, one less problem (Ooh, baby)\nOne less problem without ya (Yeah, I got)\nI got one less problem without ya (Woo, hey!)\nI got one less problem without ya\nI got one less, one less problem, problem, baby\nOne less problem without ya (Hey)\nI got one less problem without ya (Without you)\nI got one less problem without ya (I got one less, one less, yeah)\nI got one less, one less problem\n\n""]"
15,16,2014,16,DJ Snake & Lil' Jon,Turn Down For What,"[""DJ Snake & Lil' Jon"", 'Turn Down For What', '\nFire up that loud, another round of shots\n\n\nTurn down for what?\nTurn down for what?\nTurn down for what?\nTurn down for what?\nTurn down for what?\nTurn down for what?\nTurn down for what?\nTurn down for what?\nTurn down for what?\nTurn down for what?\n\n\nFire up that loud, another round of shots\nFire up that loud, another round of shots\nFire up that loud, another round of shots\nFire up that loud, another round of shots\nFire up that loud, another round of shots\nFire up that loud, another round of shots\nFire up that loud, another round of shots\nFire up that loud, another round of shots\nFire up that loud, another round of shots\n\n\nTurn down for what?\nTurn down for what?\nTurn down for what?\nTurn down for what?\nTurn down for what?']"
16,17,2014,17,Taylor Swift,Shake It Off,"['Taylor Swift', 'Shake It Off', ""\n\n\nI stay out too late\nGot nothing in my brain\nThat's what people say, mm, mm\nThat's what people say, mm, mm\nI go on too many dates\nBut I can't make them stay\nAt least that's what people say, mm, mm\nThat's what people say, mm, mm\n\n\nBut I keep cruisin'\nCan't stop, won't stop movin'\nIt's like I got this music in my mind\nSaying it's gonna be alright\n\n\n'Cause the players gonna play, play, play, play, play\nAnd the haters gonna hate, hate, hate, hate, hate\nBaby, I'm just gonna shake, shake, shake, shake, shake\nI shake it off,  I shake it off\nHeartbreakers gonna break, break, break, break, break\nAnd the fakers gonna fake, fake, fake, fake, fake\nBaby, I'm just gonna shake, shake, shake, shake, shake\nI shake it off, I shake it off\n\n\nI never miss a beat\nI'm lightning on my feet\nAnd that's what they don’t see, mm, mm\nThat's what they don’t see, mm, mm\nI'm dancing on my own (dancing on my own)\nI make the moves up as I go (moves up as I go)\nAnd that's what they don't know, mm, mm\nThat’s what they don’t know, mm, mm\n\n\nBut I keep cruisin'\nCan't stop, won't stop groovin'\nIt's like I got this music in my mind\nSaying it's gonna be alright\n\n\n'Cause the players gonna play, play, play, play, play\nAnd the haters gonna hate, hate, hate, hate, hate\nBaby, I'm just gonna shake, shake, shake, shake, shake\nI shake it off,  I shake it off\nHeartbreakers gonna break, break, break, break, break\nAnd the fakers gonna fake, fake, fake, fake, fake\nBaby, I'm just gonna shake, shake, shake, shake, shake\nI shake it off, I shake it off\n\n\nShake it off, I shake it off\nI, I, I shake it off, I shake it off\nI, I, I shake it off, I shake it off\nI, I, I shake it off, I shake it off\n\n\nHey, hey, hey\nJust think while you've been getting down and out about the liars\nAnd the dirty, dirty cheats of the world\nYou could've been getting down\nTo this sick beat\n\n\nMy ex-man brought his new girlfriend\nShe's like, “Oh my God,” but I'm just gonna shake\nAnd to the fella over there with the hella good hair\nWon't you come on over, baby?\nWe can shake, shake, shake\nYeah, oh, oh, oh\n\n\n'Cause the players gonna play, play, play, play, play\nAnd the haters gonna hate, hate, hate, hate, hate\n(Haters gonna hate)\nBaby, I'm just gonna shake, shake, shake, shake, shake\nI shake it off,  I shake it off\nHeartbreakers gonna break, break, break, break, break (mmhm)\nAnd the fakers gonna fake, fake, fake, fake, fake\n(And fake, and fake, and fake)\nBaby, I'm just gonna shake, shake, shake, shake, shake\nI shake it off, I shake it off\n\n\nShake it off, I shake it off\nI, I, I shake it off, I shake it off\nI, I, I shake it off, I shake it off\nI, I, I shake it off, I shake it off\nShake it off, I shake it off\nI, I, I shake it off, I shake it off\nI, I, I shake it off, I shake it off\nI, I, I shake it off, I shake it off (yeah)\nShake it off, I shake it off\nI, I, I shake it off, I shake it off (you got to)\nI, I, I shake it off, I shake it off\nI, I, I shake it off, I shake it off""]"
17,18,2014,18,Jason Derulo & 2 Chainz,Talk Dirty,"['Jason Derulo & 2 Chainz', 'Talk Dirty', '\n\n\n(Jason, haha\nJason Derulo)\nHaha, get Jazzy on \'em\n\n\nI\'m that flight that you get on, international\nFirst class seat on my lap, girl, riding comfortable (oh yeah)\nHa \'cause I know what da girl dem need, New York to Haiti\nI got lipstick stamps on my passport, you make it hard to leave\n\n\nBeen around the world, don\'t speak the language (uh-huh)\nBut your booty don\'t need explaining (uh-huh)\nAll I really need to understand is when you (uh-huh)\nTalk dirty to me\n\n\nTalk dirty to me (what?)\nTalk dirty to me\nTalk dirty to me (what?)\nGet Jazzy on \'em\n\n\nYou know the words to my songs, no habla inglés (oh)\nOur conversations ain\'t long, but you know what is\nI know what the girl dem want, London to Taiwan\nI got lipstick stamps on my passport, I think I need a new one\n\n\nBeen around the world, don\'t speak the language (uh-huh)\nBut your booty don\'t need explaining (uh-huh)\nAll I really need to understand is when you (uh-huh)\nTalk dirty to me\n\n\nTalk dirty to me (what?)\nTalk dirty to me\nTalk dirty to me (what?)\n\n\nUno: met a friend in Rio\nDos: she was all on me-o\nTres: we could ménage à three-o\nCuatro, oh, yeah (2 Chainz)\n\n\nDos Cadenas, close to genius\nSold out arenas, you can suck my penis (ooh)\nGilbert Arenas, guns on deck (haha)\nChest to chest, tongue on neck (neck)\nInternational oral sex\nEvery picture I take, I pose a threat (I pose a threat)\nBought a jet, what do you expect?\nHer pussy so good I bought her a pet (oh, oh, oh)\nAnyway, every day I\'m trying to get to it\nGot her saved in my phone under ""Big Booty"" (Big Booty, haha)\nAnyway, every day I\'m trying to get to it\nGot her saved in my phone under ""Big Booty"" (in my phone)\n\n\nBeen around the world, don\'t speak the language (uh-huh)\nBut your booty don\'t need explaining (uh-huh)\nAll I really need to understand is when you (uh-huh)\nTalk dirty to me\n\n\nYou do\nTalk dirty to me (what?)\nYeah, yeah\nTalk dirty to me\nTalk to me\nTalk dirty to me (what?)\nOoh, oh, yeah\nGet Jazzy on \'em\n\n\nWhat? I don\'t understand']"
18,19,2014,19,Bastille,Pompeii,"['Bastille', 'Pompeii', ""\n\n\nEh, eheu, eheu\nEh, eheu, eheu\nEh, eheu, eheu\nEh, eheu, eheu\nEh, eheu, eheu\nEh, eheu, eheu\nEh, eheu, eheu\nEh, eheu, eheu\n\n\nI was left to my own devices\nMany days fell away with nothing to show\n\n\nAnd the walls kept tumbling down in the city that we love\nGrey clouds roll over the hills, bringing darkness from above\n\n\nBut if you close your eyes\nDoes it almost feel like nothing changed at all?\nAnd if you close your eyes\nDoes it almost feel like you've been here before?\nHow am I going to be an optimist about this?\nHow am I going to be an optimist about this?\n\n\nWe were caught up and lost in all of our vices\nIn your pose as the dust settled around us\n\n\nAnd the walls kept tumbling down in the city that we love\nGrey clouds roll over the hills, bringing darkness from above\n\n\nBut if you close your eyes\nDoes it almost feel like nothing changed at all?\nAnd if you close your eyes\nDoes it almost feel like you've been here before?\nHow am I going to be an optimist about this?\nHow am I going to be an optimist about this?\n\n\nOh, where do we begin, the rubble or our sins?\nOh, where do we begin, the rubble or our sins?\n\n\nAnd the walls kept tumbling down in the city that we love\n(Oh, where do we begin, the rubble or our sins?)\nGrey clouds roll over the hills bringing darkness from above\n(Oh, where do we begin, the rubble or our sins?)\n\n\nBut if you close your eyes\nDoes it almost feel like nothing changed at all?\nAnd if you close your eyes\nDoes it almost feel like you've been here before?\nHow am I going to be an optimist about this?\nHow am I going to be an optimist about this?\nIf you close your eyes\nDoes it almost feel like nothing changed at all?\n\n\nEh, eheu, eheu\nEh, eheu, eheu\nEh, eheu, eheu\nEh, eheu, eheu\nEh, eheu, eheu\nEh, eheu, eheu\nEh, eheu, eheu\nEh, eheu, eheu""]"
19,20,2014,20,Coldplay,A Sky Full Of Stars,"['Coldplay', 'A Sky Full Of Stars', ""\n'Cause you're a sky, 'cause you're a sky full of stars\nI'm gonna give you my heart\n'Cause you're a sky, 'cause you're a sky full of stars\n'Cause you light up the path\n\n\nI don't care, go on and tear me apart\nI don't care if you do, ooh-ooh, ooh\n'Cause in a sky, 'cause in a sky full of stars\nI think I saw you\n\n\n'Cause you're a sky, 'cause you're a sky full of stars\nI want to die in your arms, oh, oh, oh\n'Cause you get lighter the more it gets dark\nI'm gonna give you my heart, oh\n\n\nI don't care, go on and tear me apart\nI don't care if you do, ooh-ooh, ooh\n'Cause in a sky, 'cause in a sky full of stars\nI think I see you\nI think I see you\n\n\n'Cause you're a sky, you're a sky full of stars\nSuch a heavenly view\nYou're such a heavenly view\n(Yeah, yeah, yeah, ooh)""]"
20,21,2014,21,Imagine Dragons,Demons,"['Imagine Dragons', 'Demons', ""\nWhen the days are cold and the cards all fold\nAnd the saints we see are all made of gold\nWhen your dreams all fail and the ones we hail\nAre the worst of all, and the blood's run stale\n\n\nI wanna hide the truth, I wanna shelter you\nBut with the beast inside, there's nowhere we can hide\nNo matter what we breed, we still are made of greed\nThis is my kingdom come, this is my kingdom come\n\n\nWhen you feel my heat, look into my eyes\nIt's where my demons hide, it's where my demons hide\nDon't get too close; it's dark inside\nIt's where my demons hide, it's where my demons hide\n\n\nAt the curtain's call it's the last of all\nWhen the lights fade out, all the sinners crawl\nSo they dug your grave and the masquerade\nWill come calling out at the mess you made\n\n\nDon't wanna let you down, but I am hell-bound\nThough this is all for you, don't wanna hide the truth\nNo matter what we breed, we still are made of greed\nThis is my kingdom come, this is my kingdom come\n\n\nWhen you feel my heat, look into my eyes\nIt's where my demons hide, it's where my demons hide\nDon't get too close; it's dark inside\nIt's where my demons hide, it's where my demons hide\n\n\nThey say it's what you make, I say it's up to fate\nIt's woven in my soul, I need to let you go\nYour eyes, they shine so bright, I wanna save that light\nI can't escape this now, unless you show me how\n\n\nWhen you feel my heat, look into my eyes\nIt's where my demons hide, it's where my demons hide\nDon't get too close; it's dark inside\nIt's where my demons hide, it's where my demons hide""]"
21,22,2014,22,Avicii,Wake Me Up,"['Avicii', 'Wake Me Up', ""\nFeeling my way through the darkness\nGuided by a beating heart\nI can't tell where the journey will end\nBut I know where to start\nThey tell me I'm too young to understand\nThey say I'm caught up in a dream\nWell life will pass me by if I don't open up my eyes\nWell that's fine by me\n\n\nSo wake me up when it's all over\nWhen I'm wiser and I'm older\nAll this time I was finding myself\nAnd I didn't know\ufeff I was lost\nSo wake me up when it's all over\nWhen I'm wiser and I'm older\nAll this time I was finding myself\nAnd I didn't know \ufeffI was lost\n\n\n\n\nI tried carrying the weight of the world\nBut I only have two hands\nI hope I get the chance to travel the world\nBut I don't have any plans\nI wish that I could stay forever this young\nNot afraid to close my eyes\nLife's a game\ufeff made for everyone\nAnd love is the prize\n\n\nSo wake me up when it's all over\nWhen I'm wiser and I'm older\nAll this time I was finding myself\nAnd I didn't know\ufeff I was lost\nSo wake me up when it's all over\nWhen I'm wiser and I'm older\nAll this time I was finding myself\nAnd I didn't know I was lost\n\n\nI didn't know I was lost\nI didn't know I was lost\nI didn't know I was lost\nI didn't know, I didn't know, I didn't know\n\n\n\n""]"
22,23,2014,23,Idina Menzel,Let It Go,"['Idina Menzel', 'Let It Go', ""\nThe snow glows white on the mountain tonight\nNot a footprint to be seen\nA kingdom of isolation\nAnd it looks like I'm the queen\nThe wind is howling like this swirling storm inside\nCouldn't keep it in, Heaven knows I've tried\n\n\nDon't let them in, don't let them see\nBe the good girl you always have to be\nConceal, don't feel, don't let them know\nWell, now they know!\n\n\nLet it go, let it go\nCan't hold it back anymore\nLet it go, let it go\nTurn away and slam the door!\nI don't care what they're going to say\nLet the storm rage on\nThe cold never bothered me anyway\n\n\nIt's funny how some distance\nMakes everything seem small\nAnd the fears that once controlled me\nCan't get to me at all!\n\n\nIt's time to see what I can do\nTo test the limits and break through\nNo right, no wrong, no rules for me\nI'm free!\n\n\nLet it go, let it go\nI'm one with the wind and sky\nLet it go, let it go\nYou'll never see me cry\nHere I stand, and here I'll stay\nLet the storm rage on!\n\n\nMy power flurries through the air into the ground\nMy soul is spiraling in frozen fractals all around\nAnd one thought crystallizes like an icy blast\nI'm never going back, the past is in the past!\n\n\nLet it go, let it go\nAnd I'll rise like the break of dawn\nLet it go, let it go\nThat perfect girl is gone\nHere I stand in the light of day\nLet the storm rage on!\n\n\nThe cold never bothered me anyway""]"
23,24,2014,24,Avicii,"Hey, Brother","['Avicii', 'Hey, Brother', ""\nHey, brother\nThere's an endless road to rediscover\nHey, sister\nKnow the water's sweet but blood is thicker\n\n\nOh, if the sky comes falling down\nFor you, there's nothing in this world I wouldn't do\n\n\nHey, brother\nDo you still believe in one another?\nHey, sister\nDo you still believe in love?\nI wonder\n\n\nOh, if the sky comes falling down\nFor you, there's nothing in this world I wouldn't do\n\n\nWhat if I'm far from home?\nOh brother, I will hear you call\nWhat if I lose it all?\nOh sister, I will help you out\nOh, if the sky comes falling down\nFor you, there's nothing in this world I wouldn't do\n\n\nHey, brother\nThere's an endless road to rediscover\nHey, sister\nDo you still believe in love? I wonder\n\n\nOh, if the sky comes falling down\nFor you, there's nothing in this world I wouldn't do\n\n\nWhat if I'm far from home?\nOh brother, I will hear you call\nWhat if I lose it all?\nOh sister, I will help you out\nOh, if the sky comes falling down\nFor you, there's nothing in this world I wouldn't do""]"
