,artist_id,artist,song,lyrics,year
11,6,Adele,When We Were Young,"
Everybody loves the things you do
From the way you talk to the way you move
Everybody here is watching you
Cause you feel like home, you're like a dream come true
But if by chance you're here alone
Can I have a moment before I go?
Cause I've been by myself all night long
Hoping you're someone I used to know


You look like a movie
You sound like a song
My God, this reminds me
Of when we were young


Let me photograph you in this light
In case it is the last time that we might
Be exactly like we were before we realised
We were sad of getting old, it made us restless
It was just like a movie
It was just like a song


I was so scared to face my fears
Nobody told me that you'd be here
And I swear you'd moved overseas
That's what you said when you left me


You still look like a movie
You still sound like a song
My God, this reminds me
Of when we were young


Let me photograph you in this light
In case it is the last time that we might
Be exactly like we were before we realised
We were sad of getting old, it made us restless
It was just like a movie
It was just like a song


(When we were young)
(When we were young)
(When we were young)
(When we were young)


It's hard to admit that everything just takes me back
To when you were there, to when you were there
And a part of me keeps holding on just in case it hasn't gone
Cause I still care, do you still care?


It was just like a movie
It was just like a song
My God, this reminds me
Of when we were young


(When we were young)
(When we were young)
(When we were young)
(When we were young)


Let me photograph you in this light
In case it is the last time that we might
Be exactly like we were before we realised
We were sad of getting old, it made us restless
Oh, I'm so mad I'm getting old, it makes me reckless
It was just like a movie
It was just like a song
When we were young",2016
12,7,Alan Walker,Faded,"
You were the shadow to my light
Did you feel us?
Another star, you fade away
Afraid our aim is out of sight
Wanna see us alight


Where are you now?
Where are you now?
Where are you now?
Was it all in my fantasy?
Where are you now?
Were you only imaginary?


Where are you now?
Atlantis, under the sea, under the sea
Where are you now? Another dream
The monster's running wild inside of me
I'm faded, I'm faded
So lost, I'm faded, I'm faded
So lost, I'm faded


These shallow waters never met what I needed
I'm letting go, a deeper dive
Eternal silence of the sea
I'm breathing, alive


Where are you now?
Where are you now?
Under the bright but faded lights
You set my heart on fire
Where are you now?
Where are you now?


Where are you now?
Atlantis, under the sea, under the sea
Where are you now? Another dream
The monster's running wild inside of me
I'm faded, I'm faded
So lost, I'm faded, I'm faded
So lost, I'm faded",2016
13,8,Alessia Cara,Here,"



I guess right now you've got the last laugh


I'm sorry if I seem uninterested
Or I'm not listenin', or, I'm indifferent
Truly I ain't got no business here
But since my friends are here, I just came to kick it
But really I would rather be at home all by myself
Not in this room
With people who don't even care about my well-being
I don't dance, don't ask, I don't need a boyfriend
So you can, go back, please enjoy your party
I'll be here
Somewhere in the corner
Under clouds of marijuana
With this boy who's hollering
I can hardly hear
Over this music I don't listen to
And I don't wanna get with you
So tell my friends that I'll be over here


Oh-oh-oh here, oh-oh-oh here
Oh I ask myself, what am I doin' here?
Oh-oh-oh here, oh-oh-oh here
And I can't wait 'til we can break up out of here


Excuse me if I seem a little unimpressed with this
An anti-social pessimist, but usually I don't mess with this
And I know you mean only the best
And your intentions aren't to bother me
But honestly I'd rather be
Somewhere with my people
We can kick it and just listen to
Some music with a message, like we usually do
And we'll discuss our big dreams
How we plan to take over the planet
So pardon my manners
I hope you'll understand that I'll be here
Not there in the kitchen
With the girl who's always gossiping about her friends
So tell them I'll be here
Right next to the boy who's throwin' up
Cause he can't take what's in his cup no more
Oh God why am I here?


Oh-oh-oh here, oh-oh-oh here
Oh I ask myself, what am I doin' here?
Oh-oh-oh here, oh-oh-oh here
And I can't wait 'til we can break up out of here


Hours later congregatin' next to the refrigerator
Some girl talkin' 'bout her haters, she ain't got none
How did it ever come to this? I shoulda never come to this
So holla at me, I'll be in the car when you're done
I'm stand-offish, don't want what you're offerin'
And I'm done talkin', awfully sad it had to be that way
So tell my people when they're ready that I'm ready
And I'm standin' by the TV with my beanie low
Yo I'll be over here


Oh-oh-oh here, oh-oh-oh here
Oh I ask myself, what am I doin' here?
Oh-oh-oh here, oh-oh-oh here
And I can't wait 'til we can break up out of here",2015
14,8,Alessia Cara,Here,"



I guess right now you've got the last laugh


I'm sorry if I seem uninterested
Or I'm not listenin', or, I'm indifferent
Truly I ain't got no business here
But since my friends are here, I just came to kick it
But really I would rather be at home all by myself
Not in this room
With people who don't even care about my well-being
I don't dance, don't ask, I don't need a boyfriend
So you can, go back, please enjoy your party
I'll be here
Somewhere in the corner
Under clouds of marijuana
With this boy who's hollering
I can hardly hear
Over this music I don't listen to
And I don't wanna get with you
So tell my friends that I'll be over here


Oh-oh-oh here, oh-oh-oh here
Oh I ask myself, what am I doin' here?
Oh-oh-oh here, oh-oh-oh here
And I can't wait 'til we can break up out of here


Excuse me if I seem a little unimpressed with this
An anti-social pessimist, but usually I don't mess with this
And I know you mean only the best
And your intentions aren't to bother me
But honestly I'd rather be
Somewhere with my people
We can kick it and just listen to
Some music with a message, like we usually do
And we'll discuss our big dreams
How we plan to take over the planet
So pardon my manners
I hope you'll understand that I'll be here
Not there in the kitchen
With the girl who's always gossiping about her friends
So tell them I'll be here
Right next to the boy who's throwin' up
Cause he can't take what's in his cup no more
Oh God why am I here?


Oh-oh-oh here, oh-oh-oh here
Oh I ask myself, what am I doin' here?
Oh-oh-oh here, oh-oh-oh here
And I can't wait 'til we can break up out of here


Hours later congregatin' next to the refrigerator
Some girl talkin' 'bout her haters, she ain't got none
How did it ever come to this? I shoulda never come to this
So holla at me, I'll be in the car when you're done
I'm stand-offish, don't want what you're offerin'
And I'm done talkin', awfully sad it had to be that way
So tell my people when they're ready that I'm ready
And I'm standin' by the TV with my beanie low
Yo I'll be over here


Oh-oh-oh here, oh-oh-oh here
Oh I ask myself, what am I doin' here?
Oh-oh-oh here, oh-oh-oh here
And I can't wait 'til we can break up out of here",2016
15,8,Alessia Cara,Scars To Your Beautiful,"
She just wants to be beautiful
She goes unnoticed, she knows no limits
She craves attention, she praises an image
She prays to be sculpted by the sculptor
Oh, she don't see the light that's shining
Deeper than the eyes can find it
Maybe we have made her blind
So she tries to cover up her pain and cut her woes away
Cause covergirls don't cry after their face is made


But there's a hope that's waiting for you in the dark
You should know you're beautiful just the way you are
And you don't have to change a thing
The world could change its heart
No scars to your beautiful, we're stars and we're beautiful
Oh, oh, oh
Oh-oh, oh, oh
And you don't have to change a thing
The world could change its heart
No scars to your beautiful, we're stars and we're beautiful


She has dreams to be an envy, so she's starving
You know, covergirls eat nothing
She says ""beauty is pain and there's beauty in everything""
""What's a little bit of hunger?""
""I can go a little while longer,"" she fades away
She don't see her perfect, she don't understand she's worth it
Or that beauty goes deeper than the surface, oh, oh
So to all the girls that's hurting, let me be your mirror
Help you see a little bit clearer the light that shines within


There's a hope that's waiting for you in the dark
You should know you're beautiful just the way you are
And you don't have to change a thing
The world could change its heart
No scars to your beautiful, we're stars and we're beautiful


No better you than the you that you are
No better you than the you that you are
No better life than the life we're living
No better life than the life we're living
No better time for your shine, you're a star
No better time for your shine, you're a star
Oh, you're beautiful, oh, you're beautiful


And there's a hope that's waiting for you in the dark
You should know you're beautiful just the way you are
And you don't have to change a thing
The world could change its heart
No scars to your beautiful, we're stars and we're beautiful
And you don't have to change a thing
The world could change its heart
No scars to your beautiful, we're stars and we're beautiful",2017
16,9,Aloe Blacc,The Man,"


Well, you can tell everybody
Yeah, you can tell everybody
Go ahead and tell everybody
I'm the man, I'm the man, I'm the man


Yes I am, yes I am, yes I am
I'm the man, I'm the man, I'm the man


I believe every lie that I ever told
Paid for every heart that I ever stole
I played my cards and I didn't fold
Well it ain't that hard when you got soul
(This is my world)
Somewhere I heard that life is a test
I been through the worst but still, I give my best
God made my mold different from the rest
Then he broke that mold so I know I’m blessed
(This is my world)


Stand up now and face the sun
Won’t hide my tail or turn and run
It’s time to do what must be done
Be a king when kingdom comes


Well, you can tell everybody
Yeah, you can tell everybody
Go ahead and tell everybody
I'm the man, I'm the man, I'm the man
Well, you can tell everybody
Yeah, you can tell everybody
Go ahead and tell everybody
I'm the man, I'm the ma,n I'm the man


Yes I am, yes I am, yes I am
I'm the man, I'm the man, I'm the man


I got all the answers to your questions
I’ll be the teacher you could be the lesson
I’ll be the preacher you be the confession
I’ll be the quick relief to all your stressing
(This is my world)
It’s a thin line between love and hate
Is you really real or is you really fake
I’m a soldier standing on my feet
No surrender and I won’t retreat
(This is my world)


Stand up now and face the sun
Won’t hide my tail or turn and run
It’s time to do what must be done
Be a king when kingdom comes


Well, you can tell everybody
Yeah, you can tell everybody
Go ahead and tell everybody
I'm the man, I'm the man, I'm the man
Well, you can tell everybody
Yeah, you can tell everybody
Go ahead and tell everybody
I'm the man, I'm the man, I'm the man
Well, you can tell everybody
Yeah, you can tell everybody
Go ahead and tell everybody
I'm the man, I'm the man, I'm the man
Well, you can tell everybody
Yeah, you can tell everybody
Go ahead and tell everybody
I'm the man, I'm the man, I'm the man


Yes I am, yes I am, yes I am
I'm the man, I'm the man, I'm the man


I’m the man
Go ahead and tell everybody what I’m saying y’all
I’m the man
Go ahead and tell everybody what I’m saying y’all


Well, you can tell everybody
Yeah, you can tell everybody
Go ahead and tell everybody
I'm the man, I'm the man, I'm the man
Well, you can tell everybody
Yeah, you can tell everybody
Go ahead and tell everybody
I'm the man, I'm the man, I'm the man
Well, you can tell everybody
Yeah, you can tell everybody
Go ahead and tell everybody
I'm the man, I'm the man, I'm the man
Well, you can tell everybody
Yeah, you can tell everybody
Go ahead and tell everybody
I'm the man, I'm the man, I'm the man


Yes I am, yes I am, yes I am
I'm the man, I'm the man, I'm the man",2014
17,10,American Authors,Best Day Of My Life,"
I had a dream so big and loud
I jumped so high, I touched the clouds
(Wo-o-o-o-o-o-oh, wo-o-o-o-o-o-oh)
I stretched my hands out to the sky
We danced with monsters through the night
(Wo-o-o-o-o-o-oh, wo-o-o-o-o-o-oh)


I'm never gonna look back, whoa
Never gonna give it up, no
Just don't wake me now


This is gonna be the best day of my life
My li-i-i-i-i-i-ife
This is gonna be the best day of my life
My li-i-i-i-i-i-ife


I howled at the moon with friends
And then the sun came crashing in
(Wo-o-o-o-o-o-oh, wo-o-o-o-o-o-oh)
But all the possibilities
No limits, just epiphanies
(Wo-o-o-o-o-o-oh, wo-o-o-o-o-o-oh)


I'm never gonna look back, whoa
Never gonna give it up, no
Just don't wake me now


This is gonna be the best day of my life
My li-i-i-i-i-i-ife
This is gonna be the best day of my life
My li-i-i-i-i-i-ife


I hear it calling outside my window
I feel it in my soul (soul)
The stars were burning so bright
The sun was out 'til midnight
I say we lose control (control)
(Wo-o-o-o-o-o-oh)


This is gonna be the best day of my life
My li-i-i-i-i-i-ife
This is gonna be the best day of my life
My li-i-i-i-i-i-ife


This is gonna be the best day of my life
My li-i-i-i-i-i-ife
This is gonna be the best day of my life
My li-i-i-i-i-i-ife


This is gonna be, this is gonna be
This is gonna be the best day of my life
Everything is lookin' up
Everybody up now!

This is gonna be the best day of my life
My li-i-i-i-i-i-ife",2014
18,11,Andreas Bourani,Auf uns,"
Wer friert uns diesen Moment ein
Besser kann es nicht sein
Denkt an die Tage, die hinter uns liegen
Wie lang wir Freude und Tränen schon teilen
Hier geht jeder für jeden durchs Feuer
Im Regen stehen wir niemals allein
Und solange unsere Herzen uns steuern
Wird das auch immer so sein


Ein Hoch auf das, was vor uns liegt
Dass es das Beste für uns gibt
Ein Hoch auf das, was uns vereint
Auf diese Zeit (Auf diese Zeit)

Ein Hoch auf uns (uns)
Auf dieses Leben
Auf den Moment
Der immer bleibt

Ein Hoch auf uns (uns)
Auf jetzt und ewig
Auf einen Tag
Unendlichkeit


Wir haben Flügel, schwör'n uns ewige Treue
Vergolden uns diesen Tag
(One Love) Ein Leben lang ohne Reue
Vom ersten Schritt bis ins Grab




Ein Feuerwerk aus Endorphinen
Ein Feuerwerk zieht durch die Welt
So viele Lichter sind geblieben
Ein Augenblick, der uns unsterblich macht
Unsterblich macht



Ein Hoch auf uns
Ein Feuerwerk aus Endorphinen
Ein Hoch auf uns
Ein Feuerwerk zieht durch die Welt
Ein Hoch auf uns
So viele Lichter sind geblieben
Auf uns",2014
19,12,Andy Grammer,"Honey, I'm Good.","
Nah, nah, honey, I'm good
I could have another but I probably should not
I got somebody at home, home, home, home


It's been a long night here and a long night there
And these long, long legs are damn near everywhere
Hold up now
You look good, I will not lie
But if you ask where I'm staying tonight, I gotta be like


Oh baby, nah baby
You got me all wrong, baby
My baby's already got all of my love
So nah, nah, honey, I'm good
I could have another but I probably should not
I got somebody at home and if I stay I might not leave alone
Nah, honey, I'm good
I could have another but I probably should not
I gotta bid you adieu, to another I will stay true
I will stay true, I will stay true


Now, better men than me have failed
Drinking from that unholy grail
Now check it out
I got her and she got me and you got that ass
But I kindly gotta be like


Oh baby, nah baby
You got me all wrong, baby
My baby's already got all of my love
So nah, nah, honey, I'm good
I could have another but I probably should not
I got somebody at home and if I stay I might not leave alone
Nah, honey, I'm good
I could have another but I probably should not
I gotta bid you adieu, to another I will stay true
I will stay true, I will stay true


Oh, I'm sure you, sure you will make somebody's night
But oh, I assure you, assure you it sure as hell's not mine


Oh no, honey, I'm good
I could have another but I probably should not
I got somebody at home and if I stay I might not leave alone
Nah, honey, I'm good
I could have another but I probably should not
I gotta bid you adieu, to another I will stay true
Nah, nah, honey, I'm good
I could have another but I probably should not
I got somebody at home and if I stay I might not leave alone
Nah, honey, I'm good
I could have another but I probably should not
I gotta bid you adieu, to another I will stay true
I will stay true, I will stay true, I will stay true",2015
20,13,Ariana Grande,One Last Time (Attends-moi),"
I was a liar, I gave into the fire
I know I should've fought it
At least I'm being honest
Feel like a failure 'cause I know that I failed you
I should've done you better
'Cause you don't want a liar

And I know, and I know, and I know
She gives you everything but boy, I couldn't give it to you


Mon amour, mon amour, mon amour
Sans toi, plus rien ne brille, plus aucun rêve ne me tient debout


So one last time
I need to be the one who takes you home
One more time
I promise after that, I'll let you go
Baby, I don't care if you got her in your heart
All I really care is you wake up in my arms
One last time
I need to be the one who takes you home


Tout seul je dérive
Si de ta peau tu me prives
Les minutes sont des années
Quand le cœur se laisse aller
Viens, on recommence
On s'accorde une deuxième chance
Rattrapons le temps gâché
Arrêtons de nous cacher

Mon amour, mon amour, mon amour
J'pourrais changer d'avis mais tu resteras mon seul amour


And I know, and I know, and I know
That you got everything, but I got nothing here without you, baby


Oui, attends-moi
Si tu t'enfuis, je suis juste un fantôme (juste un fantôme)
Attends-moi
Sans toi, je suis sans vie, sans idéaux
Je sais qu'on ne peut jamais remonter le temps
Pourquoi ne pas s'apprendre à s'aimer au présent ?
Attends-moi
Si tu t'enfuis, je suis juste un fantôme


I know I should've fought it
At least I'm being honest, yeah...
But stay with me a minute
I swear I'll make it worth it, yeah
'Cause I don't wanna be without you (oh...)

So one last time
I need to be the one who takes you home (who takes you home, babe!)
One more time (oh yeah)
I promise after that, I'll let you go (I promise that, I'll let you go)
Baby, I don't care if you got her in your heart, babe
All I really care is you wake up in my arms, oh!
One last time
I need to be the one who takes you home, yeah (ooh!)


Attends-moi
Si tu t'enfuis, je suis juste un fantôme",2015
21,13,Ariana Grande,Love Me Harder,"
Tell me something I need to know
Then take my breath and never let it go
If you just let me invade your space
I’ll take the pleasure, take it with the pain
And if in the moment I bite my lip
Baby, in that moment, you’ll know this is
Something bigger than us and beyond bliss
Give me a reason to believe it


'Cause if you want to keep me
You gotta, gotta, gotta, gotta
Got to love me harder
And if you really need me
You gotta, gotta, gotta, gotta
Got to love me harder (lo-love me harder)
Ooh-ooh-ooh-ooh
Love me, love me, love me
Ooh-ooh-ooh-ooh
Harder, harder, harder


I know your motives and you know mine
The ones that love me, I tend to leave behind
If you know about me and choose to stay
Then take this pleasure and take it with the pain
And if in the moment you bite your lip
When I get you moaning, you know it's real
Can you feel the pressure between your hips?
I’ll make it feel like the first time


'Cause if you want to keep me
You gotta, gotta, gotta, gotta
Got to love me harder (I'ma love you harder, hey!)
And if you really need me
You gotta, gotta, gotta, gotta
Got to love me harder (baby I love you) (lo-love me harder)
Ooh-ooh-ooh-ooh
Love me, love me, love me
Ooh-ooh-ooh-ooh
Harder, harder, harder (oh)
Ooh-ooh-ooh-ooh
Love me, love me, love me
Ooh-ooh-ooh-ooh
Harder, harder, harder (you gotta love me harder)


So what do I do if I can’t figure it out?
You got to try, try, try again, yeah (oh whoa)
So what do I do if I can’t figure it out?
I’m gonna leave, leave, leave again


'Cause if you want to keep me (hey!)
You gotta, gotta, gotta, gotta
Got to love me harder (I'ma love you, love you, love)
And if you really need me (ooh)
You gotta, gotta, gotta, gotta
Got to love me harder (got to love me, baby)
'Cause if you want to keep me
You gotta, gotta, gotta, gotta
Got to love me harder (love me harder, love me harder)
And if you really need me
You gotta, gotta, gotta, gotta (I'ma do it, do it, do it)
Got to love me harder (I'ma love you harder, hey!)


Ooh-ooh-ooh-ooh
Love me, love me, love me (love me)
Ooh-ooh-ooh-ooh
Harder, harder, harder (boy you gotta love me, love me, baby)
Ooh-ooh-ooh-ooh
Love me, love me, love me (just a little bit harder, harder, baby)
Ooh-ooh-ooh-ooh
Harder, harder, harder",2015
22,13,Ariana Grande,Into You,"
I'm so into you, I can barely breathe
And all I wanna do is to fall in deep
But close ain't close enough, 'til we cross the line, hey yeah
So name a game to play, and I'll roll the dice, hey


Oh baby, look what you started
The temperature's rising in here
Is this gonna happen?
Been waiting and waiting for you to make a move
Before I make a move


So, baby, come light me up, and, baby, I'll let you on it
A little bit dangerous, but, baby, that's how I want it
A little less conversation and a little more touch my body
'Cause I'm so into you, into you, into you
Got everyone watchin' us, so, baby, let's keep this secret
A little bit scandalous, but, baby, don't let them see it
A little less conversation and a little more touch my body
'Cause I'm so into you, into you, into you, oh, yeah


This could take some time, hey
Made too many mistakes
Better get this right, right, baby


Oh, baby, look what you started
The temperature's rising in here
Is this gonna happen?
Been waiting and waiting for you to make a move
Before I make a move


So, baby, come light me up, and, baby, I'll let you on it
A little bit dangerous, but, baby, that's how I want it
A little less conversation and a little more touch my body
'Cause I'm so into you, into you, into you
Got everyone watchin' us, so, baby, let's keep this secret
A little bit scandalous, but, baby, don't let them see it
A little less conversation and a, little more touch my body
'Cause I'm so into you, into you, into you, oh yeah
('Cause I'm so into you)


Tell me what you came here for
'Cause I can't, I can't wait no more
I'm on the edge with no control
And I need, I need you to know
You to know, oh


So, baby, come light me up, and, baby, I'll let you on it
A little bit dangerous, but, baby, that's how I want it
A little less conversation and a little more touch my body
'Cause I'm so into you, into you, into you
Got everyone watchin' us, so, baby, let's keep this secret
A little bit scandalous, but, baby, don't let them see it
A little less conversation and a little more touch my body
'Cause I'm so into you, into you, into you


So come light me up
So come light me up, my baby
Little dangerous
A little dangerous, my boy
A little less conversation and a little more touch my body
'Cause I'm so into you, into you, into you",2016
23,13,Ariana Grande,Dangerous Woman,"
Don't need permission
Made my decision to test my limits
'Cause it's my business, God as my witness
Start what I finished
Don't need no hold up
Taking control of this kind of moment
I'm locked and loaded
Completely focused, my mind is open


All that you got
Skin to skin, oh my God
Don't you stop, boy


Somethin' 'bout you makes me feel like a dangerous woman
Somethin' 'bout, somethin' 'bout, somethin' 'bout you
Makes me wanna do things that I shouldn't
Somethin' 'bout, somethin' 'bout, somethin' 'bout


Nothing to prove and I'm bulletproof and
Know what I'm doing
The way we're movin'
Like introducing us to a new thing
I wanna savor, save it for later
The taste, the flavor, 'cause I'm a taker, 'cause I'm a giver
It's only nature, I live for danger


All that you got
Skin to skin, oh my God
Don't ya stop, boy


Somethin' 'bout you makes me feel like a dangerous woman
Somethin' 'bout, somethin' 'bout, somethin' 'bout you
Makes me wanna do things that I shouldn't
Somethin' 'bout, somethin' 'bout, somethin' 'bout you


All girls wanna be like that
Bad girls underneath, like that
You know how I'm feeling inside
Somethin' 'bout, somethin' 'bout
All girls wanna be like that
Bad girls underneath, like that
You know how I'm feeling inside
Somethin' 'bout, somethin' 'bout




Somethin' 'bout you makes me feel like a dangerous woman
Somethin' 'bout, somethin' 'bout, somethin' 'bout you
Makes me wanna do things that I shouldn't
Somethin' 'bout, somethin' 'bout, somethin' 'bout you


All girls wanna be like that
Bad girls underneath like that
You know how I'm feeling inside
Somethin' 'bout, somethin' 'bout
All girls wanna be like that
Bad girls underneath like that
You know how I'm feeling inside
Somethin' 'bout, somethin' 'bout


Yeah, there's somethin' 'bout you boy
Yeah, there's somethin' 'bout you boy
Yeah, there's somethin' 'bout you boy
Yeah, there's somethin' 'bout you boy
(Somethin' 'bout, somethin' 'bout, somethin' 'bout you)
Yeah, there's somethin' 'bout you boy
Yeah, there's somethin' 'bout you boy
Yeah, there's somethin' 'bout you boy
Yeah, there's somethin' 'bout you boy
(Somethin' 'bout, somethin' 'bout, somethin' 'bout you)",2016
