,Unnamed: 0,year,position,artist,song,lyrics
10,11,2014,11,Nico & Vinz,Am I Wrong,"
Ooh, ooh
Ooh, ooh


Am I wrong for thinkin' out the box from where I stay?
Am I wrong for sayin' that I choose another way?
I ain't tryin' to do what everybody else doin'
Just 'cause everybody doin' what they all do
If one thing I know - I'll fall, but I'll grow
I'm walking down this road of mine, this road that I call home


So am I wrong
For thinkin' that we could be something for real?
Now am I wrong
For tryin' to reach the things that I can't see?
But that's just how I feel (Ooh, ooh)
That's just how I feel (Ooh, ooh)
That's just how I feel
Trying to reach the things that I can't see (Ooh, ooh, see, see)


Am I trippin' for having a vision?
My prediction - I'ma be on top of the world
Walk your walk, and don't look back
Always do what you decide
Don't let them control your life
That's just how I feel, oh
Fight for yours, and don't let go
Don't let them compare you, no
Don't worry, you're not alone
That's just how we feel


Am I wrong (Am I wrong?)
For thinkin' that we could be something for real?
(Oh, yeah, yeah, yeah, yeah, oh)
Now am I wrong (Am I wrong?)
For tryin' to reach the things that I can't see?
(Oh, yeah, yeah, yeah, yeah)
But that's just how I feel (Ooh, ooh)
That's just how I feel (Ooh, ooh)
That's just how I feel
Trying to reach the things that I can't see (Ooh, ooh, see, see)


If you tell me I'm wrong, wrong
I don't wanna be right, right
If you tell me I'm wrong, wrong
I don't wanna be right
If you tell me I'm wrong, wrong
I don't wanna be right, right
If you tell me I'm wrong, wrong
I don't wanna be right


Am I wrong
For thinkin' that we could be something for real?
Now am I wrong
For tryin' to reach the things that I can't see?
But that's just how I feel (Ooh, ooh)
That's just how I feel (Ooh, ooh)
That's just how I feel
Trying to reach the things that I can't see (Ooh, ooh, see, see)

So am I wrong (Am I wrong?)
For thinkin' that we could be something for real?
(Oh, yeah, yeah, yeah, yeah, oh)
Now am I wrong (Am I wrong?)
For trying to reach the things that I can't see?
(Oh, yeah, yeah, yeah, yeah)
But that's just how I feel  (Ooh, ooh)
That's just how I feel  (Ooh, ooh)
That's just how I feel
Trying to reach the things that I can't see (Ooh, ooh, see, see)"
11,12,2014,12,Sia,Chandelier,"
Party girls don't get hurt
Can't feel anything, when will I learn?
I push it down, push it down
I'm the one ""for a good time call""
Phone's blowin' up, ringin' my doorbell
I feel the love, feel the love


1 2 3, 1 2 3, drink
1 2 3, 1 2 3, drink
1 2 3, 1 2 3, drink
Throw 'em back till I lose count


I'm gonna swing from the chandelier
From the chandelier
I'm gonna live like tomorrow doesn't exist
Like it doesn't exist
I'm gonna fly like a bird through the night
Feel my tears as they dry
I'm gonna swing from the chandelier
From the chandelier


But I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight
Help me, I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight
On for tonight


Sun is up, I'm a mess
Gotta get out now, gotta run from this
Here comes the shame, here comes the shame


1 2 3, 1 2 3, drink
1 2 3, 1 2 3, drink
1 2 3, 1 2 3, drink
Throw 'em back till I lose count


I'm gonna swing from the chandelier
From the chandelier
I'm gonna live like tomorrow doesn't exist
Like it doesn't exist
I'm gonna fly like a bird through the night
Feel my tears as they dry
I'm gonna swing from the chandelier
From the chandelier


But I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight
Help me, I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight
On for tonight


On for tonight
'Cause I'm just holding on for tonight
Oh, I'm just holding on for tonight
On for tonight, on for tonight
'Cause I'm just holding on for tonight
'Cause I'm just holding on for tonight
Oh, I'm just holding on for tonight
On for tonight, on for tonight"
12,13,2014,13,Calvin Harris,Summer,"
When I met you in the summer
To my heartbeat's sound
We fell in love as the leaves turned brown
And we could be together, baby
As long as skies are blue
You act so innocent now, but you lied so soon
When I met you in the summer




When I met you in the summer
To my heartbeat's sound
We fell in love as the leaves turned brown
And we could be together, baby
As long as skies are blue
You act so innocent now, but you lied so soon
When I met you in the summer
Summer




When I met you in the summer
Summer

"
13,14,2014,14,Mr Probz,Waves,"
My face above the water
My feet can't touch the ground
Touch the ground, and it feels like
I can see the sands on the horizon
Everytime you are not around


I'm slowly drifting away (drifting away)
Wave after wave, wave after wave
I'm slowly drifting (drifting away)
And it feels like I'm drowning
Pulling against the stream
Pulling against the stream


I wish I could make it easy
Easy to love me, love me
But still I reach, to find a way
I'm stuck here in between
I'm looking for the right words to say


I'm slowly drifting, drifting away
Wave after wave, wave after wave
I'm slowly drifting (drifting away)
And it feels like I'm drowning
Pulling against the stream
Pulling against the stream"
14,15,2014,15,Ariana Grande & Iggy Azalea,Problem,"
Uh-huh! It's Iggy Iggs!
I got one more problem with you girl, hey!
(One less, one less problem)


Hey baby, even though I hate ya, I wanna love ya
(I want you)
And even though I can't forgive ya, I really want to
(I want you)
Tell me, tell me, baby, why can't you leave me?
'Cause even though I shouldn't want it, I gotta have it
(I want you)


Head in the clouds
Got no weight on my shoulders
I should be wiser, and realize that I've got


One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem
One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem


I know you're never gonna wake up, I gotta give up
(But it's you)
I know I shouldn't ever call back or let you come back
(But it's you)
Every time you touch me and say you love me
I get a little bit breathless, I shouldn't want it
(But it's you)


Head in the clouds
Got no weight on my shoulders
I should be wiser, and realize that I've got


One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem
One less problem without ya
I got one less problem without ya (Ooh, babe)
I got one less problem without ya (Ooh, woah)
I got one less, one less problem


It's Iggy Iggs!
Uh, what you got?
Smart money bettin' I'll be better off without you
In no time I'll be forgettin' all about you
You sayin' that you know, but I really, really doubt you
Understand my life is easy when I ain't around you
Iggy Iggy, too biggie to be here stressin'
I'm thinkin' I love the thought of you more than I love your presence
And the best thing now is probably for you to exit
I let you go, let you back, I finally learned my lesson
No half-steppin', either you want it or you just playin'
I'm listenin' to you knowin' I can't believe what you sayin'
There's a million you's baby boo, so don't be dumb
I got 99 problems but you won't be one, like what


One less, one less problem
One less, one less problem


Head in the clouds
Got no weight on my shoulders
I should be wiser, and realize that I've got


One less problem without ya (Hey)
I got one less problem without ya (No, babe)
I got one less problem without ya (Ooh)
I got one less, one less problem (Ooh, baby)
One less problem without ya (Yeah, I got)
I got one less problem without ya (Woo, hey!)
I got one less problem without ya
I got one less, one less problem, problem, baby
One less problem without ya (Hey)
I got one less problem without ya (Without you)
I got one less problem without ya (I got one less, one less, yeah)
I got one less, one less problem

"
15,16,2014,16,DJ Snake & Lil' Jon,Turn Down For What,"
Fire up that loud, another round of shots


Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?


Fire up that loud, another round of shots
Fire up that loud, another round of shots
Fire up that loud, another round of shots
Fire up that loud, another round of shots
Fire up that loud, another round of shots
Fire up that loud, another round of shots
Fire up that loud, another round of shots
Fire up that loud, another round of shots
Fire up that loud, another round of shots


Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?"
16,17,2014,17,Taylor Swift,Shake It Off,"


I stay out too late
Got nothing in my brain
That's what people say, mm, mm
That's what people say, mm, mm
I go on too many dates
But I can't make them stay
At least that's what people say, mm, mm
That's what people say, mm, mm


But I keep cruisin'
Can't stop, won't stop movin'
It's like I got this music in my mind
Saying it's gonna be alright


'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off,  I shake it off
Heartbreakers gonna break, break, break, break, break
And the fakers gonna fake, fake, fake, fake, fake
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off


I never miss a beat
I'm lightning on my feet
And that's what they don’t see, mm, mm
That's what they don’t see, mm, mm
I'm dancing on my own (dancing on my own)
I make the moves up as I go (moves up as I go)
And that's what they don't know, mm, mm
That’s what they don’t know, mm, mm


But I keep cruisin'
Can't stop, won't stop groovin'
It's like I got this music in my mind
Saying it's gonna be alright


'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off,  I shake it off
Heartbreakers gonna break, break, break, break, break
And the fakers gonna fake, fake, fake, fake, fake
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off


Shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off


Hey, hey, hey
Just think while you've been getting down and out about the liars
And the dirty, dirty cheats of the world
You could've been getting down
To this sick beat


My ex-man brought his new girlfriend
She's like, “Oh my God,” but I'm just gonna shake
And to the fella over there with the hella good hair
Won't you come on over, baby?
We can shake, shake, shake
Yeah, oh, oh, oh


'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
(Haters gonna hate)
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off,  I shake it off
Heartbreakers gonna break, break, break, break, break (mmhm)
And the fakers gonna fake, fake, fake, fake, fake
(And fake, and fake, and fake)
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off


Shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
Shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off (yeah)
Shake it off, I shake it off
I, I, I shake it off, I shake it off (you got to)
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off"
17,18,2014,18,Jason Derulo & 2 Chainz,Talk Dirty,"


(Jason, haha
Jason Derulo)
Haha, get Jazzy on 'em


I'm that flight that you get on, international
First class seat on my lap, girl, riding comfortable (oh yeah)
Ha 'cause I know what da girl dem need, New York to Haiti
I got lipstick stamps on my passport, you make it hard to leave


Been around the world, don't speak the language (uh-huh)
But your booty don't need explaining (uh-huh)
All I really need to understand is when you (uh-huh)
Talk dirty to me


Talk dirty to me (what?)
Talk dirty to me
Talk dirty to me (what?)
Get Jazzy on 'em


You know the words to my songs, no habla inglés (oh)
Our conversations ain't long, but you know what is
I know what the girl dem want, London to Taiwan
I got lipstick stamps on my passport, I think I need a new one


Been around the world, don't speak the language (uh-huh)
But your booty don't need explaining (uh-huh)
All I really need to understand is when you (uh-huh)
Talk dirty to me


Talk dirty to me (what?)
Talk dirty to me
Talk dirty to me (what?)


Uno: met a friend in Rio
Dos: she was all on me-o
Tres: we could ménage à three-o
Cuatro, oh, yeah (2 Chainz)


Dos Cadenas, close to genius
Sold out arenas, you can suck my penis (ooh)
Gilbert Arenas, guns on deck (haha)
Chest to chest, tongue on neck (neck)
International oral sex
Every picture I take, I pose a threat (I pose a threat)
Bought a jet, what do you expect?
Her pussy so good I bought her a pet (oh, oh, oh)
Anyway, every day I'm trying to get to it
Got her saved in my phone under ""Big Booty"" (Big Booty, haha)
Anyway, every day I'm trying to get to it
Got her saved in my phone under ""Big Booty"" (in my phone)


Been around the world, don't speak the language (uh-huh)
But your booty don't need explaining (uh-huh)
All I really need to understand is when you (uh-huh)
Talk dirty to me


You do
Talk dirty to me (what?)
Yeah, yeah
Talk dirty to me
Talk to me
Talk dirty to me (what?)
Ooh, oh, yeah
Get Jazzy on 'em


What? I don't understand"
18,19,2014,19,Bastille,Pompeii,"


Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu


I was left to my own devices
Many days fell away with nothing to show


And the walls kept tumbling down in the city that we love
Grey clouds roll over the hills, bringing darkness from above


But if you close your eyes
Does it almost feel like nothing changed at all?
And if you close your eyes
Does it almost feel like you've been here before?
How am I going to be an optimist about this?
How am I going to be an optimist about this?


We were caught up and lost in all of our vices
In your pose as the dust settled around us


And the walls kept tumbling down in the city that we love
Grey clouds roll over the hills, bringing darkness from above


But if you close your eyes
Does it almost feel like nothing changed at all?
And if you close your eyes
Does it almost feel like you've been here before?
How am I going to be an optimist about this?
How am I going to be an optimist about this?


Oh, where do we begin, the rubble or our sins?
Oh, where do we begin, the rubble or our sins?


And the walls kept tumbling down in the city that we love
(Oh, where do we begin, the rubble or our sins?)
Grey clouds roll over the hills bringing darkness from above
(Oh, where do we begin, the rubble or our sins?)


But if you close your eyes
Does it almost feel like nothing changed at all?
And if you close your eyes
Does it almost feel like you've been here before?
How am I going to be an optimist about this?
How am I going to be an optimist about this?
If you close your eyes
Does it almost feel like nothing changed at all?


Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu"
19,20,2014,20,Coldplay,A Sky Full Of Stars,"
'Cause you're a sky, 'cause you're a sky full of stars
I'm gonna give you my heart
'Cause you're a sky, 'cause you're a sky full of stars
'Cause you light up the path


I don't care, go on and tear me apart
I don't care if you do, ooh-ooh, ooh
'Cause in a sky, 'cause in a sky full of stars
I think I saw you


'Cause you're a sky, 'cause you're a sky full of stars
I want to die in your arms, oh, oh, oh
'Cause you get lighter the more it gets dark
I'm gonna give you my heart, oh


I don't care, go on and tear me apart
I don't care if you do, ooh-ooh, ooh
'Cause in a sky, 'cause in a sky full of stars
I think I see you
I think I see you


'Cause you're a sky, you're a sky full of stars
Such a heavenly view
You're such a heavenly view
(Yeah, yeah, yeah, ooh)"
20,21,2014,21,Imagine Dragons,Demons,"
When the days are cold and the cards all fold
And the saints we see are all made of gold
When your dreams all fail and the ones we hail
Are the worst of all, and the blood's run stale


I wanna hide the truth, I wanna shelter you
But with the beast inside, there's nowhere we can hide
No matter what we breed, we still are made of greed
This is my kingdom come, this is my kingdom come


When you feel my heat, look into my eyes
It's where my demons hide, it's where my demons hide
Don't get too close; it's dark inside
It's where my demons hide, it's where my demons hide


At the curtain's call it's the last of all
When the lights fade out, all the sinners crawl
So they dug your grave and the masquerade
Will come calling out at the mess you made


Don't wanna let you down, but I am hell-bound
Though this is all for you, don't wanna hide the truth
No matter what we breed, we still are made of greed
This is my kingdom come, this is my kingdom come


When you feel my heat, look into my eyes
It's where my demons hide, it's where my demons hide
Don't get too close; it's dark inside
It's where my demons hide, it's where my demons hide


They say it's what you make, I say it's up to fate
It's woven in my soul, I need to let you go
Your eyes, they shine so bright, I wanna save that light
I can't escape this now, unless you show me how


When you feel my heat, look into my eyes
It's where my demons hide, it's where my demons hide
Don't get too close; it's dark inside
It's where my demons hide, it's where my demons hide"
21,22,2014,22,Avicii,Wake Me Up,"
Feeling my way through the darkness
Guided by a beating heart
I can't tell where the journey will end
But I know where to start
They tell me I'm too young to understand
They say I'm caught up in a dream
Well life will pass me by if I don't open up my eyes
Well that's fine by me


So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know﻿ I was lost
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know ﻿I was lost




I tried carrying the weight of the world
But I only have two hands
I hope I get the chance to travel the world
But I don't have any plans
I wish that I could stay forever this young
Not afraid to close my eyes
Life's a game﻿ made for everyone
And love is the prize


So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know﻿ I was lost
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know I was lost


I didn't know I was lost
I didn't know I was lost
I didn't know I was lost
I didn't know, I didn't know, I didn't know



"
22,23,2014,23,Idina Menzel,Let It Go,"
The snow glows white on the mountain tonight
Not a footprint to be seen
A kingdom of isolation
And it looks like I'm the queen
The wind is howling like this swirling storm inside
Couldn't keep it in, Heaven knows I've tried


Don't let them in, don't let them see
Be the good girl you always have to be
Conceal, don't feel, don't let them know
Well, now they know!


Let it go, let it go
Can't hold it back anymore
Let it go, let it go
Turn away and slam the door!
I don't care what they're going to say
Let the storm rage on
The cold never bothered me anyway


It's funny how some distance
Makes everything seem small
And the fears that once controlled me
Can't get to me at all!


It's time to see what I can do
To test the limits and break through
No right, no wrong, no rules for me
I'm free!


Let it go, let it go
I'm one with the wind and sky
Let it go, let it go
You'll never see me cry
Here I stand, and here I'll stay
Let the storm rage on!


My power flurries through the air into the ground
My soul is spiraling in frozen fractals all around
And one thought crystallizes like an icy blast
I'm never going back, the past is in the past!


Let it go, let it go
And I'll rise like the break of dawn
Let it go, let it go
That perfect girl is gone
Here I stand in the light of day
Let the storm rage on!


The cold never bothered me anyway"
23,24,2014,24,Avicii,"Hey, Brother","
Hey, brother
There's an endless road to rediscover
Hey, sister
Know the water's sweet but blood is thicker


Oh, if the sky comes falling down
For you, there's nothing in this world I wouldn't do


Hey, brother
Do you still believe in one another?
Hey, sister
Do you still believe in love?
I wonder


Oh, if the sky comes falling down
For you, there's nothing in this world I wouldn't do


What if I'm far from home?
Oh brother, I will hear you call
What if I lose it all?
Oh sister, I will help you out
Oh, if the sky comes falling down
For you, there's nothing in this world I wouldn't do


Hey, brother
There's an endless road to rediscover
Hey, sister
Do you still believe in love? I wonder


Oh, if the sky comes falling down
For you, there's nothing in this world I wouldn't do


What if I'm far from home?
Oh brother, I will hear you call
What if I lose it all?
Oh sister, I will help you out
Oh, if the sky comes falling down
For you, there's nothing in this world I wouldn't do"
24,25,2014,25,Jason Derulo & Snoop Dogg,Wiggle,"
Ayo, Jason
(Oh yeah!)
Say somethin' to her, holla at her
Haha, I got one question
Haha, how do you fit, all that, in them jeans? Hahaha
You know what to do with that big fat butt


Wiggle wiggle wiggle
Wiggle wiggle wiggle
Wiggle wiggle wiggle
Just a little bit (swing)


Patty cake, patty cake, with no hands
Got me in this club, making wedding plans
If I take pictures while you do your dance (do your dance)
I could make you famous on Instagram


Hot damn it (woo), your booty like two planets (woo)
Go ahead and go ham sandwich (woo)
Woah, I can't stand it
'Cause you know what to do with that big fat butt


Wiggle wiggle wiggle
Wiggle wiggle wiggle
Wiggle wiggle wiggle
Just a little bit (swing)


Cadillac Cadillac, pop that trunk
Let's take a shot, alley oop that donk
Tired of working that nine to five
Well, baby, let me come and change your life


Hot damn it (woo), your booty like two planets (woo)
Go ahead and go ham sandwich (woo)
Woah, I can't stand it
'Cause you know what to do with that big fat butt (oh yeah)


Wiggle wiggle wiggle
Wiggle wiggle wiggle (wiggle wiggle wiggle)
Wiggle wiggle wiggle (shake it, shake it, girl)
Just a little bit (little bit, little bit, little bit) (swing)


Shake what your mamma gave you, misbehave you
I just wanna strip you, dip you, flip you, bubble bathe you
What they do, taste my raindrops, k boo?
Now what you're willing, what you wanting, what you may do
Completely separated 'til I deeply penetrate it
Then I take it out and wipe it off, eat it, ate it, love it, hate it
Overstated, underrated, everywhere I been
Can you wiggle wiggle for the D-O-double G again?


Come on, baby, turn around (turn around, turn around, turn around, yeah)
You're a star, girl, take a bow (take a bow, take a bow, take a bow, haha, yeah)
It's just one thing that's killing me
How do you fit that in them jeans?
You know what to do with that big fat butt


Wiggle wiggle wiggle (wiggle wiggle wiggle)
Wiggle wiggle wiggle (wiggle wiggle wiggle)
Wiggle wiggle wiggle (shake it, shake it, girl)
Just a little bit (little bit, wiggle wiggle wiggle) (oh, woah)


Now make it clap (wiggle wiggle wiggle)
Now make it clap (wiggle wiggle wiggle)
Now make it clap
Love it when you do it like that
With no hands, baby, make it clap
Baby, make it clap, clap, clap (like, swing)
Damn, baby, you got a bright future behind you"
